11,88,78,0,24,70,5,21,22,28,22,28,9,25,9,2,28,-1
14,63,65,0,20,61,4,16,19,28,17,29,14,21,12,1,26,1
19,75,78,0,29,67,3,9,4,9,14,25,16,22,8,3,22,-1
21,89,72,0,34,62,6,17,15,21,14,42,26,26,7,4,13,1
25,74,78,0,30,61,0,9,14,20,16,25,19,18,10,1,20,1
26,79,78,0,31,61,4,11,13,20,15,28,19,24,11,0,18,1
33,73,72,0,27,73,5,16,14,20,24,23,16,19,10,5,17,1
36,72,72,0,29,76,6,20,8,12,22,32,17,19,9,5,13,1
42,63,72,0,23,63,7,16,10,12,18,36,13,19,7,3,11,1
48,70,72,0,31,67,4,12,4,9,21,24,19,18,11,6,16,1
55,72,65,0,29,58,4,10,10,16,16,33,15,23,14,1,23,1
58,82,65,0,34,63,2,10,12,21,13,34,20,15,7,7,19,1
62,69,65,0,25,61,0,4,19,30,14,28,15,19,10,1,22,1
65,83,72,0,35,74,3,15,10,18,17,30,22,15,8,2,15,1
68,77,72,0,32,69,2,7,11,15,17,26,21,15,9,5,18,1
73,59,65,0,24,58,0,7,11,18,16,36,18,15,5,8,17,1
76,69,65,0,26,65,2,12,15,22,16,29,17,19,12,3,16,1
79,83,72,0,34,70,5,14,10,14,13,27,16,12,13,6,20,1
82,67,65,0,22,80,4,10,19,24,29,34,15,17,14,4,17,1
89,87,65,0,33,71,6,18,15,19,15,28,14,16,17,5,13,1
94,52,72,0,22,66,5,18,3,4,11,36,17,16,10,4,5,1
97,67,72,0,26,74,5,11,10,17,21,36,20,15,7,4,20,1
100,79,78,0,25,60,5,16,6,11,12,24,11,19,12,3,20,-1
104,70,72,0,28,70,4,14,10,12,23,34,17,16,7,4,11,1
107,65,65,0,24,62,4,7,13,16,18,36,12,18,8,7,14,1
110,83,72,0,35,67,5,11,8,11,14,27,21,13,9,1,16,1
115,81,65,1,32,64,3,8,14,19,15,30,18,20,9,3,17,1
118,80,72,0,33,64,6,16,8,18,14,27,20,11,9,7,14,1
123,77,78,0,29,65,2,6,17,21,17,32,15,18,9,6,16,1
124,72,78,0,24,53,1,2,23,35,16,26,13,12,5,3,20,1
125,75,78,0,32,77,6,13,5,7,27,29,13,21,9,3,15,1
137,82,78,0,22,75,5,19,20,32,29,22,14,19,10,5,24,-1
