13,79,78,0,22,56,4,18,14,25,15,20,12,13,3,3,17,-1
16,90,78,0,31,69,10,23,12,17,16,28,22,20,3,8,25,-1
19,84,78,0,19,50,3,15,11,16,14,21,12,24,5,5,21,-1
22,89,65,0,33,64,5,7,18,21,14,25,19,15,9,2,25,1
26,90,78,0,29,55,6,10,26,41,15,30,19,25,13,5,25,1
27,82,65,0,30,56,10,19,12,22,12,21,17,10,4,1,23,1
30,86,72,0,27,54,4,14,28,34,13,19,22,10,12,4,20,1
34,87,72,0,29,63,11,18,18,23,15,27,20,16,10,5,16,1
37,79,78,0,16,50,5,12,23,28,13,21,9,26,7,3,15,-1
41,71,65,0,30,65,3,19,8,12,11,33,18,21,15,1,19,1
45,92,72,0,30,72,3,14,29,36,27,34,20,16,16,2,15,1
48,67,78,0,16,61,3,15,21,28,22,19,9,17,7,3,28,-1
55,82,65,0,29,72,10,18,14,18,21,18,20,9,6,1,15,1
61,62,78,0,23,63,6,20,9,17,20,31,13,22,5,2,18,-1
66,88,72,0,35,68,6,17,12,21,15,24,22,10,11,5,13,1
69,78,78,0,23,68,3,15,18,29,23,23,11,11,2,4,27,-1
73,77,72,0,28,70,10,21,11,18,19,29,17,12,7,8,16,1
76,63,72,0,19,72,5,20,20,28,31,24,12,10,6,5,16,1
79,83,78,0,19,58,2,13,16,24,14,25,11,20,5,4,16,-1
82,83,72,0,28,55,8,19,19,24,10,27,19,11,14,4,11,1
86,76,65,0,23,57,5,11,25,31,16,28,11,15,5,4,19,1
89,56,65,0,21,60,6,16,8,12,15,32,15,18,7,2,8,1
96,83,72,0,28,74,8,25,19,22,24,32,20,7,7,5,14,1
100,72,65,0,25,56,6,16,16,20,16,23,13,22,9,7,14,1
103,69,65,0,26,59,6,18,11,14,10,28,23,13,11,9,20,1
107,58,72,1,20,64,3,12,15,22,17,35,13,23,8,6,20,1
111,60,72,0,21,59,9,27,9,11,18,24,17,16,5,3,18,1
114,60,78,0,20,57,4,12,5,9,14,22,13,17,5,7,15,-1
118,51,72,0,19,46,3,10,10,21,8,21,16,9,7,5,14,1
123,66,78,0,22,48,6,15,16,23,10,29,16,16,6,3,12,1
124,74,78,0,21,60,5,17,13,17,17,23,12,22,6,4,15,-1
