11,84,78,0,22,58,7,16,14,26,11,24,11,16,8,1,19,-1
16,83,72,0,36,74,5,15,6,15,14,36,19,20,13,6,24,1
20,92,78,0,19,73,3,25,5,12,18,25,11,25,7,4,27,-1
22,69,78,0,24,67,5,17,5,12,13,18,14,14,11,3,12,-1
25,78,78,0,27,69,10,32,14,19,10,25,18,6,14,3,16,1
26,71,78,0,17,56,8,24,17,22,9,25,11,16,6,10,21,-1
30,58,78,0,20,61,7,22,9,12,13,22,13,17,12,2,20,-1
33,66,78,0,15,53,5,21,7,7,9,26,10,21,2,6,17,-1
35,67,78,0,18,51,6,14,13,18,11,23,13,21,7,2,17,-1
37,66,72,0,26,59,8,24,6,9,10,24,16,14,8,5,11,1
40,71,78,0,19,48,6,10,11,19,6,22,8,15,0,0,18,-1
60,65,78,0,20,60,8,27,7,9,13,30,11,17,6,3,18,-1
62,78,72,0,30,62,6,20,12,16,11,25,21,12,10,3,13,1
66,63,65,0,24,58,8,23,7,11,9,26,12,12,5,2,12,1
69,56,65,0,19,54,2,10,16,23,7,22,6,9,14,5,13,1
75,72,65,0,26,52,7,15,13,21,14,30,14,15,7,1,14,1
77,65,72,0,24,53,8,16,9,10,9,32,14,15,6,4,11,1
80,82,65,0,28,55,8,18,18,23,11,16,16,15,14,1,19,1
83,58,72,0,22,62,5,15,9,13,19,24,12,13,6,9,15,1
86,65,72,0,23,56,6,12,13,18,13,26,10,16,7,4,11,1
89,66,72,0,23,61,9,23,11,20,15,23,15,11,13,6,19,1
92,71,65,0,23,62,12,31,13,17,15,23,19,14,10,3,16,1
100,77,78,0,26,60,7,18,9,14,11,23,19,17,5,0,18,-1
103,66,78,0,23,56,5,21,8,15,9,17,11,10,8,2,23,-1
108,62,78,0,19,59,4,17,10,16,9,24,8,15,8,5,16,-1
111,72,72,0,22,55,4,12,24,33,10,23,18,16,10,6,18,1
114,59,78,0,21,62,4,16,7,8,8,24,10,12,9,1,16,-1
117,75,72,0,26,62,8,20,15,19,12,30,14,12,8,9,19,1
123,62,78,0,22,57,5,21,13,26,13,37,8,12,9,5,18,1
125,59,78,0,23,56,8,18,5,8,11,28,13,11,5,3,8,1
131,65,78,0,22,64,4,17,5,9,16,21,8,12,9,2,18,-1
