14,64,65,0,24,39,8,12,8,19,4,34,14,22,6,2,16,1
16,51,72,0,16,47,2,12,17,28,12,30,11,26,15,6,16,1
19,65,78,1,26,61,2,11,8,12,18,16,14,18,10,4,17,-1
21,80,72,0,32,68,1,9,15,21,21,31,23,20,20,7,14,1
22,44,78,0,16,53,0,8,11,15,11,30,12,22,14,3,22,-1
27,77,78,0,28,68,2,9,10,17,19,22,14,14,6,4,19,-1
41,67,72,0,24,49,3,9,16,19,13,20,14,21,12,12,10,1
43,58,72,0,24,49,5,10,5,6,12,25,19,29,11,5,13,1
46,64,65,0,25,42,4,9,10,18,10,37,18,18,1,4,18,1
48,77,72,0,33,60,9,20,2,2,13,25,27,24,15,3,14,1
52,62,72,0,22,65,5,15,13,17,21,20,16,15,13,3,12,1
59,66,65,0,23,58,2,13,18,27,14,27,14,14,8,3,23,1
62,83,65,0,37,67,4,13,5,7,10,40,26,17,9,8,22,1
66,53,65,0,20,62,2,9,11,15,23,20,8,13,8,4,13,1
69,84,72,0,32,53,8,15,12,24,11,33,22,20,10,10,23,1
73,58,72,0,19,45,0,2,20,25,9,25,6,21,15,5,20,1
76,62,78,0,20,55,3,14,15,23,14,29,9,13,5,8,15,-1
80,65,78,0,21,61,4,12,10,15,18,21,13,18,7,9,19,-1
83,72,78,0,21,46,2,11,8,11,11,21,11,27,6,4,8,-1
85,71,65,1,27,74,3,11,14,16,25,26,14,17,8,4,12,1
90,81,78,0,21,54,7,13,23,34,15,20,10,16,7,3,21,-1
94,73,78,0,22,57,5,15,15,19,19,17,14,22,11,0,19,-1
97,61,72,0,17,30,2,3,25,31,6,27,11,26,9,7,13,1
101,53,72,0,18,43,2,9,15,19,9,21,12,15,8,3,9,1
104,51,78,0,15,45,0,2,21,33,14,32,4,18,5,4,18,1
108,50,65,0,17,31,5,8,11,19,9,27,10,22,3,3,9,1
111,57,72,0,20,37,5,10,12,16,5,30,16,24,9,2,12,1
115,69,72,0,21,46,1,9,26,33,16,25,12,15,9,4,15,1
118,62,78,0,18,47,2,7,8,10,9,25,10,24,6,4,17,-1
123,41,78,0,14,35,3,9,10,15,6,28,8,24,2,1,12,1
124,72,78,0,19,39,0,3,34,43,12,26,8,24,5,1,18,1
125,70,78,0,21,48,4,15,12,16,5,18,10,11,1,1,18,-1
139,64,78,0,18,47,2,9,26,35,12,31,12,10,1,3,16,1
141,90,78,0,27,73,4,17,22,24,22,27,15,18,7,2,22,-1
