14,76,78,0,14,63,6,23,7,13,18,22,8,31,15,2,24,-1
17,68,78,0,19,62,4,21,3,7,11,22,11,22,14,1,17,-1
24,68,78,0,19,63,4,14,9,15,15,21,16,15,5,4,18,-1
30,82,78,0,25,70,7,25,11,18,15,19,10,11,9,1,25,-1
37,90,78,0,22,76,5,23,3,5,20,20,4,23,12,2,27,-1
40,92,78,0,19,56,5,15,7,11,8,21,8,20,6,3,21,-1
50,66,78,0,23,55,2,13,15,22,11,24,12,20,10,5,19,-1
52,66,72,0,27,65,6,19,6,7,18,27,19,11,10,0,8,1
59,64,78,0,18,61,5,12,13,24,17,24,13,16,9,2,20,-1
65,63,78,0,17,47,0,12,16,30,13,24,5,21,7,6,22,-1
68,70,78,0,24,49,5,15,12,20,6,29,16,23,8,2,21,-1
70,55,78,0,18,51,1,11,11,24,12,23,10,15,5,1,21,-1
75,68,65,0,24,68,8,27,12,22,20,23,11,9,6,1,17,1
77,54,78,0,16,55,2,14,17,26,18,26,5,20,5,0,27,-1
82,57,78,0,16,66,2,17,11,17,21,30,10,18,11,2,22,-1
84,84,72,0,30,74,5,15,19,29,25,23,19,11,5,3,18,1
89,58,72,0,21,64,5,20,11,20,19,25,15,14,11,6,10,1
91,69,78,0,23,78,6,31,11,16,28,23,12,16,13,2,25,-1
98,87,72,0,31,70,8,28,17,24,19,33,19,17,9,4,19,1
103,73,78,0,24,61,4,17,9,15,10,24,11,14,7,3,20,-1
105,83,65,0,28,85,6,26,21,31,31,29,12,17,4,2,26,1
110,80,65,0,21,55,11,21,27,39,18,28,13,17,6,3,24,1
112,65,78,0,22,61,4,21,12,20,7,29,15,19,13,1,31,-1
117,63,78,0,21,64,5,23,6,13,10,21,14,10,10,2,14,-1
119,76,72,0,29,68,12,29,6,6,18,29,20,20,7,3,14,1
127,77,78,0,26,66,11,29,14,21,15,30,15,8,12,3,7,1
128,71,78,0,22,63,4,18,17,25,17,26,13,17,9,3,28,-1
