11,78,78,0,21,54,1,8,5,11,6,16,6,21,16,4,18,-1
13,78,78,0,21,67,3,13,5,11,19,17,7,20,13,4,20,-1
18,76,78,0,23,75,2,19,11,20,17,28,4,15,13,4,25,-1
19,75,78,0,21,62,4,8,8,19,9,25,8,10,9,4,16,-1
22,71,78,0,19,73,3,19,11,19,26,26,7,8,6,4,14,-1
26,62,72,0,26,67,5,14,5,10,13,29,16,14,13,4,16,1
29,54,78,0,18,60,0,9,15,22,14,30,6,7,6,5,18,-1
33,81,72,0,32,76,2,7,15,20,16,29,11,4,7,6,18,1
41,86,78,0,16,64,1,9,4,15,17,15,9,14,9,4,16,-1
44,76,78,0,12,51,4,12,5,5,12,23,8,35,14,3,8,-1
50,77,78,0,25,71,4,15,9,15,16,18,8,11,14,4,20,-1
57,63,78,0,23,64,1,12,8,16,10,32,6,15,9,1,22,-1
61,63,78,0,25,66,4,12,6,15,22,29,10,20,11,13,18,-1
68,66,78,0,17,57,3,12,7,12,10,24,10,15,8,5,13,-1
71,59,78,0,20,61,3,12,5,5,15,19,5,14,7,6,19,-1
75,77,78,0,25,58,3,10,8,15,10,18,13,10,9,3,13,-1
78,74,78,0,27,70,4,13,9,11,15,21,12,5,6,6,16,-1
82,50,72,0,20,68,1,11,9,16,23,29,4,11,9,4,16,1
85,67,78,0,25,51,1,8,9,12,4,29,7,15,2,10,16,-1
89,58,78,0,20,65,3,8,7,12,20,29,6,14,4,5,14,-1
91,67,78,0,24,56,5,15,6,8,13,23,9,16,5,4,18,-1
96,70,78,0,22,63,4,11,4,7,13,14,11,10,12,5,13,-1
103,52,72,0,18,56,5,12,11,24,15,28,6,14,9,4,14,1
106,69,78,0,19,53,4,12,14,24,15,22,8,16,6,4,15,-1
110,80,78,0,27,63,3,12,3,6,11,22,13,10,6,7,20,-1
113,67,78,0,14,55,0,8,10,14,14,15,5,21,11,5,17,-1
117,77,78,0,19,49,1,7,5,10,7,16,5,13,5,0,16,-1
120,59,78,0,14,59,3,17,11,19,14,21,6,15,12,5,18,-1
124,76,78,0,21,58,3,10,14,22,15,18,8,14,7,3,21,-1
129,73,78,0,20,71,4,21,11,21,14,28,6,6,7,7,15,-1
