13,85,78,0,19,71,3,29,11,18,20,20,7,19,9,4,15,-1
21,77,72,0,27,63,13,31,10,16,18,20,16,17,6,1,19,1
25,82,78,0,21,50,9,24,6,7,9,9,16,23,9,1,13,-1
26,76,78,0,25,77,4,32,16,25,21,31,10,16,7,4,21,-1
27,60,78,0,17,63,10,26,5,7,19,17,10,17,11,0,16,-1
30,75,78,0,20,50,3,13,10,18,13,10,9,14,6,1,19,-1
33,71,78,0,27,61,4,15,12,22,11,29,9,15,5,0,21,-1
46,79,78,0,22,60,11,30,2,3,12,16,17,21,8,0,9,-1
49,71,65,0,26,71,10,37,9,13,20,25,16,18,8,0,18,1
60,86,72,0,27,58,8,24,24,35,12,25,13,15,5,2,17,1
63,67,78,0,19,53,5,22,8,15,14,20,9,27,7,1,15,-1
68,75,78,0,16,48,5,20,16,23,12,19,6,21,7,1,15,-1
70,60,65,1,23,68,2,14,12,19,16,37,6,12,5,5,12,1
75,52,72,0,17,60,5,26,13,18,19,17,9,16,13,2,12,1
77,85,72,0,28,61,11,24,18,21,15,23,16,17,6,2,18,1
82,63,78,0,16,55,10,35,4,11,16,15,11,19,8,0,15,-1
84,60,78,0,22,51,5,22,7,8,10,20,10,22,5,2,16,-1
91,80,72,0,28,62,9,19,15,23,18,22,11,14,4,2,16,1
96,71,78,0,23,53,11,27,7,12,9,18,9,20,9,2,13,-1
103,68,78,0,20,60,4,18,10,15,16,26,6,19,6,1,18,-1
110,98,65,0,35,60,18,36,10,16,7,17,25,8,7,2,16,1
112,63,65,0,20,51,5,20,18,25,13,19,5,14,7,6,22,1
117,81,78,1,30,64,12,29,6,11,11,23,16,23,13,3,31,-1
119,54,72,0,20,60,10,30,4,6,11,15,16,11,15,0,14,1
123,61,78,0,22,59,11,31,3,7,10,23,15,11,12,5,11,-1
126,70,72,0,25,57,10,27,10,14,16,13,13,15,16,1,17,1
130,77,78,0,19,62,5,17,6,14,14,17,7,13,12,0,11,-1
