21,90,78,0,25,58,4,16,16,24,10,26,13,20,4,2,23,-1
26,76,78,0,27,65,4,17,7,10,15,23,12,17,3,2,24,-1
33,81,72,0,22,45,6,15,31,41,11,30,14,17,3,3,20,1
43,70,65,0,25,56,7,18,13,15,7,34,16,13,5,4,19,1
46,76,65,0,28,53,11,22,9,13,5,27,18,8,2,2,21,1
50,75,72,0,27,56,7,13,14,23,7,24,14,13,9,1,16,1
57,85,65,0,32,77,9,22,12,15,17,29,20,11,10,3,13,1
59,62,78,0,15,46,3,17,12,18,7,23,9,13,3,2,17,-1
66,66,78,0,20,49,1,13,11,15,11,24,15,22,3,3,21,-1
68,67,78,0,26,59,8,19,5,10,9,20,18,8,8,3,13,-1
73,68,78,0,18,51,4,17,15,22,11,21,13,16,6,1,22,-1
75,97,65,0,33,56,9,14,22,27,7,29,22,16,2,4,18,1
80,78,72,0,31,56,5,15,11,18,7,28,24,13,4,0,22,1
84,71,65,0,25,40,4,10,17,26,5,26,18,13,3,4,14,1
87,77,78,0,21,47,6,20,4,6,5,16,14,15,7,4,8,-1
89,71,72,0,25,46,7,13,14,22,8,19,18,14,1,0,20,1
94,71,78,0,24,53,7,17,6,10,5,19,15,10,6,1,23,-1
96,79,78,0,21,46,5,19,13,21,9,17,13,18,7,3,22,-1
101,71,78,0,26,58,6,13,12,13,4,25,16,10,1,3,16,-1
103,56,72,0,24,51,2,12,6,10,10,21,13,14,6,3,14,1
108,55,78,0,20,51,1,11,9,12,14,20,11,11,4,3,16,-1
110,77,72,0,28,53,4,10,17,25,12,26,14,9,3,3,15,1
115,67,65,1,24,60,3,12,16,22,11,27,14,13,7,6,18,1
117,87,78,0,18,50,3,17,10,16,11,16,7,14,3,1,20,-1
122,72,72,0,23,51,6,15,20,24,9,27,17,11,5,2,13,1
124,79,72,0,28,51,5,14,18,29,8,32,16,10,8,6,14,1
128,80,78,0,27,61,11,23,15,19,15,35,15,14,6,1,13,1
129,72,78,0,16,48,6,20,18,27,13,18,10,13,4,1,22,-1
