11,76,72,0,26,57,10,21,14,21,10,31,11,20,7,7,21,1
14,94,78,0,34,64,7,20,9,20,7,21,15,7,1,4,25,-1
17,69,78,0,21,51,6,20,9,15,10,19,10,16,7,8,20,-1
19,66,78,0,22,50,8,20,9,17,7,21,7,18,7,5,16,-1
22,74,78,0,23,47,9,23,9,14,8,17,15,18,7,9,19,-1
23,70,78,0,24,55,8,25,14,25,10,25,12,9,7,3,14,1
30,85,65,0,31,53,13,25,10,12,7,26,17,10,5,1,17,1
33,76,72,0,26,58,8,23,16,22,10,29,17,8,5,4,11,1
37,71,72,0,24,47,8,16,15,24,5,32,8,18,4,7,12,1
40,77,65,0,29,50,6,14,13,22,6,24,11,11,4,5,13,1
48,51,65,0,19,56,9,23,4,9,11,28,12,9,5,5,13,1
50,80,78,0,27,66,9,23,2,5,13,18,11,15,8,2,18,-1
53,74,78,0,23,53,6,20,14,17,6,19,10,11,7,0,23,-1
68,76,78,0,26,62,6,22,15,21,14,21,12,15,11,5,18,-1
72,71,78,0,26,56,4,17,11,18,3,23,5,6,2,5,21,-1
75,97,78,0,23,49,8,24,11,18,7,16,13,15,5,0,12,-1
77,79,72,0,24,52,6,16,25,32,9,26,12,10,4,4,15,1
80,77,78,0,23,66,8,28,12,15,15,25,12,8,5,9,21,-1
83,79,78,0,24,59,6,18,17,24,14,27,10,12,1,3,20,-1
86,69,78,0,22,57,5,20,8,17,14,24,9,14,9,0,18,-1
89,57,78,0,19,55,4,12,10,19,8,29,7,6,4,4,16,-1
93,68,78,0,18,49,7,19,11,17,8,23,8,14,5,4,17,-1
96,81,78,1,29,71,13,40,8,12,15,27,12,15,6,2,16,-1
101,78,78,0,26,62,8,24,8,12,12,26,16,11,0,2,15,-1
108,69,72,0,21,54,9,25,18,27,10,30,11,12,6,6,16,1
111,74,78,0,29,66,4,18,7,11,10,34,10,18,6,4,23,-1
114,75,78,0,22,58,6,19,4,7,8,22,7,10,5,4,16,-1
117,67,78,0,22,56,10,20,3,6,3,32,15,11,2,2,17,-1
120,71,78,0,22,57,4,22,6,11,5,25,13,11,6,4,18,-1
