12,61,78,0,15,49,7,20,3,5,6,21,12,17,7,0,19,-1
14,75,78,0,22,49,10,26,12,15,3,13,18,10,10,3,20,-1
19,70,78,0,25,51,11,30,9,17,6,21,9,9,8,3,19,1
20,54,78,0,16,57,9,40,8,13,6,25,12,9,6,2,20,-1
27,86,65,0,30,60,11,27,15,17,12,19,12,11,6,4,20,1
30,77,72,0,30,64,11,26,6,8,15,34,14,16,4,2,25,1
33,71,78,2,24,75,7,35,10,15,17,31,8,8,6,3,22,-1
37,76,72,0,25,50,10,21,16,17,9,20,14,11,2,6,15,1
43,84,78,0,23,58,8,29,7,9,9,18,10,15,4,5,19,-1
48,71,78,0,27,67,3,11,14,20,19,27,12,10,8,2,20,1
54,71,72,1,22,54,4,16,23,33,9,24,7,11,5,2,13,1
59,70,78,0,21,51,7,22,12,12,6,22,11,18,9,3,17,-1
62,77,72,0,21,55,9,20,26,29,12,24,14,13,8,4,17,1
67,73,78,0,24,47,8,21,13,19,6,28,15,20,4,2,15,-1
69,84,72,0,32,52,12,21,8,11,2,31,22,10,10,4,20,1
74,70,78,0,23,60,6,23,6,7,10,16,10,14,6,0,15,-1
76,73,78,0,27,58,9,22,7,10,7,24,13,13,9,2,13,-1
80,88,78,0,32,61,12,26,8,9,4,20,19,10,7,4,23,-1
83,68,78,0,17,47,6,22,17,23,12,17,10,22,10,1,21,-1
88,63,78,0,22,55,9,24,7,12,16,18,13,15,9,4,21,-1
91,59,78,3,20,64,5,23,12,21,6,31,9,9,6,3,29,-1
95,58,72,0,20,52,6,21,12,16,9,30,9,10,4,4,16,1
97,73,78,0,22,53,4,20,10,14,9,23,8,13,5,2,11,-1
101,70,72,0,23,54,9,17,15,19,13,17,10,11,10,1,14,1
103,86,78,0,31,69,8,24,7,11,14,22,15,11,7,1,21,-1
106,73,78,0,19,47,5,27,14,22,5,20,7,13,7,3,23,-1
110,69,78,0,20,55,5,26,6,7,6,21,10,14,6,6,18,-1
116,52,65,0,17,45,9,16,9,12,7,33,10,15,6,5,18,1
118,65,72,0,23,45,10,22,9,11,4,28,14,16,5,8,16,1
122,60,78,0,20,53,11,35,9,10,6,25,13,13,7,3,22,1
123,66,78,0,23,52,6,19,14,25,11,30,9,16,9,5,23,1
125,65,78,0,25,56,6,18,6,13,16,26,9,15,1,5,17,-1
