10,68,78,0,27,58,3,14,11,18,14,24,13,23,7,1,22,1
18,82,72,0,24,49,10,20,24,34,12,26,13,13,7,3,14,1
21,80,72,0,27,59,8,24,18,23,10,24,16,13,10,6,13,1
25,54,78,0,16,57,7,25,15,21,17,26,12,13,6,6,21,1
29,89,72,0,34,70,9,22,12,15,16,30,16,10,10,4,17,1
33,77,72,0,26,73,5,25,20,26,24,38,13,17,5,6,18,1
40,72,78,0,26,58,4,21,16,24,16,23,16,12,8,9,16,1
47,69,72,0,21,58,7,23,20,25,16,29,15,17,9,5,9,1
49,82,72,0,30,67,9,27,13,20,17,24,13,7,8,7,16,1
56,51,78,0,19,46,4,11,7,11,6,26,10,13,6,3,16,-1
61,65,72,0,23,55,6,20,13,18,9,24,12,13,11,4,18,1
65,61,72,0,19,50,8,20,15,20,10,27,11,14,7,4,19,1
68,70,78,0,27,56,7,19,8,15,13,16,15,14,9,2,19,-1
72,68,72,1,24,54,7,13,13,20,12,19,12,13,9,2,16,1
75,77,78,0,23,58,7,23,15,19,15,22,9,17,4,2,26,-1
78,76,78,0,23,56,5,21,6,15,12,22,15,11,2,4,19,-1
82,63,78,0,10,42,4,14,22,30,15,21,4,15,2,4,20,-1
89,75,72,0,26,64,4,22,19,26,13,28,14,7,4,1,16,1
93,81,78,0,19,57,4,19,28,36,19,14,8,13,6,5,28,-1
96,75,78,0,19,58,2,18,16,23,16,21,9,10,2,3,18,-1
103,84,72,0,29,55,7,19,19,27,13,27,15,13,4,4,17,1
106,74,78,0,26,64,5,23,12,16,14,19,7,11,8,3,23,-1
110,76,65,0,27,54,9,16,13,19,11,25,14,14,6,2,20,1
114,59,78,0,21,51,5,15,8,10,12,21,8,19,6,4,19,-1
118,86,72,0,31,53,8,21,16,24,7,23,18,9,6,5,14,1
121,82,72,0,29,58,9,22,15,23,13,32,15,14,6,2,14,1
124,66,78,0,23,60,6,20,10,13,13,21,8,15,12,5,14,-1
129,82,78,0,24,61,9,19,12,15,15,18,8,12,5,0,23,-1
137,67,78,0,22,52,5,12,13,16,9,20,13,8,2,6,21,-1
