14,66,78,0,22,53,8,22,10,16,10,18,10,13,5,1,23,-1
18,83,78,0,27,54,9,20,20,25,9,23,16,19,12,4,19,1
23,72,72,0,23,54,6,20,20,29,12,21,17,16,11,1,17,1
28,75,72,0,25,53,8,24,17,20,7,25,17,15,7,5,15,1
33,73,65,0,28,50,9,15,8,15,8,24,19,17,5,8,19,1
45,81,65,0,28,61,7,18,18,26,10,28,16,13,9,3,17,1
49,65,65,0,22,49,9,27,12,20,9,31,13,17,4,10,19,1
56,86,72,0,30,68,11,27,15,19,14,28,15,11,15,9,18,1
57,76,72,0,25,44,9,19,17,27,6,22,15,16,8,7,23,1
61,75,78,0,16,51,6,21,11,16,8,22,8,18,5,6,21,-1
65,84,65,0,31,68,8,25,14,18,14,30,14,12,8,2,19,1
68,70,72,0,20,43,9,22,21,32,9,25,11,19,9,5,19,1
71,72,65,0,27,61,10,27,8,14,14,19,13,10,7,7,12,1
75,81,65,0,26,53,7,19,22,27,8,25,10,10,3,4,19,1
77,83,72,0,29,51,12,25,13,14,6,24,18,16,8,8,16,1
82,85,78,0,23,61,5,16,29,35,17,26,8,17,7,1,18,-1
89,69,65,0,23,51,6,16,17,21,7,28,8,13,5,3,21,1
91,82,72,0,31,61,14,27,6,8,8,30,24,16,7,3,13,1
96,74,78,0,23,58,6,26,16,23,8,23,10,10,10,3,21,-1
98,65,72,0,25,61,5,18,10,13,11,24,9,19,9,3,17,1
100,85,78,0,28,81,7,26,13,18,23,19,10,10,9,6,26,-1
103,59,72,0,22,55,4,16,11,20,9,30,17,13,10,5,15,1
107,82,78,0,27,55,8,13,14,21,6,24,19,20,9,3,21,-1
110,83,78,1,25,64,6,25,22,27,8,27,10,7,6,2,23,-1
114,58,78,0,21,52,8,22,7,17,9,20,12,11,8,3,18,-1
117,91,72,0,34,68,11,22,12,19,14,30,26,22,8,6,19,1
121,71,72,0,21,59,8,24,21,26,17,31,15,18,7,5,19,1
122,89,78,0,30,69,13,31,5,12,12,27,19,9,4,1,24,-1
