11,77,78,0,25,66,8,17,7,12,15,17,12,13,5,1,16,-1
15,61,78,0,20,37,3,8,6,9,7,20,10,23,1,1,16,-1
18,76,78,0,22,47,8,18,3,4,7,21,12,18,1,3,13,-1
22,72,78,0,22,49,3,11,15,17,10,17,7,14,6,2,21,-1
28,72,78,0,20,52,7,19,11,15,13,16,15,17,4,2,15,-1
30,82,72,0,28,51,9,19,17,27,7,27,18,14,7,2,20,1
33,51,78,0,10,40,3,9,9,15,9,21,3,16,3,1,10,-1
36,64,78,0,15,46,5,17,9,17,9,17,12,14,3,5,19,-1
38,76,78,0,25,62,6,20,9,11,9,23,11,7,5,2,16,-1
47,93,78,0,22,60,10,21,16,25,11,25,11,14,6,2,26,-1
50,59,78,0,13,47,4,18,17,26,7,24,9,17,5,1,23,-1
54,76,78,0,20,47,1,11,10,11,4,22,11,13,2,1,24,-1
57,70,78,0,18,42,5,11,10,13,3,19,10,14,3,5,15,-1
60,79,78,0,23,60,5,18,16,22,11,26,11,15,7,2,18,-1
62,87,78,0,19,41,6,13,30,42,5,28,9,18,5,2,21,-1
66,61,78,0,15,55,1,9,11,18,15,25,3,13,5,0,16,-1
68,80,78,0,21,46,4,11,17,20,9,15,3,13,3,2,17,-1
71,91,78,0,23,50,12,17,15,23,7,20,12,15,2,1,22,-1
76,89,78,0,22,51,6,13,14,17,9,14,13,12,3,2,11,-1
80,67,78,0,20,47,5,14,14,23,7,18,9,15,5,4,21,-1
82,72,72,0,24,51,6,15,18,27,9,17,14,4,4,1,21,1
87,66,78,0,21,45,8,17,9,12,5,23,14,15,2,0,15,-1
94,67,78,0,16,42,4,10,10,14,3,18,8,19,8,0,16,-1
97,59,78,0,16,48,1,9,9,15,8,25,6,13,4,0,17,-1
101,60,78,0,17,52,3,17,11,18,11,18,10,9,4,2,17,-1
103,69,78,0,18,48,4,15,14,21,9,18,10,15,9,0,23,-1
110,68,78,0,22,44,8,17,6,9,6,15,14,18,8,1,22,-1
115,74,78,0,13,47,3,15,10,12,12,14,9,18,5,0,18,-1
117,97,78,0,24,60,5,15,8,12,11,19,12,14,4,1,13,-1
