11,55,78,0,15,50,6,18,11,19,15,20,10,21,9,3,25,-1
17,68,72,0,21,47,7,22,19,26,4,35,15,15,8,1,15,1
19,78,72,0,24,49,8,20,22,28,6,27,15,12,5,7,16,1
22,76,78,0,19,42,10,21,28,38,9,25,11,17,4,3,20,1
23,63,78,0,19,47,9,18,12,15,8,21,16,10,3,3,17,-1
27,75,72,0,27,42,10,17,11,15,8,23,23,10,1,3,11,1
30,85,72,0,31,64,14,38,9,15,15,31,21,13,10,1,10,1
33,63,78,0,20,55,5,24,9,15,9,22,12,11,3,3,17,-1
37,78,65,0,24,41,12,22,18,23,7,15,19,14,6,3,16,1
48,68,72,0,19,53,5,25,25,30,11,35,10,13,13,2,18,1
50,72,72,0,21,47,10,27,20,26,8,29,11,11,4,6,15,1
59,65,72,0,24,47,7,14,10,16,7,31,14,16,2,6,11,1
62,86,78,0,24,53,10,23,13,16,6,20,9,11,5,2,23,-1
65,68,65,0,20,57,10,28,18,23,14,30,12,13,5,3,19,1
68,75,72,0,25,51,8,24,17,23,15,17,10,16,2,5,18,1
71,65,78,0,21,53,7,25,13,15,8,26,6,9,4,0,17,-1
74,87,78,0,32,69,8,32,6,10,8,21,14,3,4,2,22,-1
76,77,78,0,20,57,9,26,11,15,10,19,13,10,5,0,16,-1
79,67,72,0,23,45,6,17,15,22,4,36,17,12,2,3,16,1
82,79,78,0,25,54,10,22,11,17,10,21,18,12,4,3,20,-1
86,76,72,1,23,52,6,19,24,33,8,33,13,7,2,3,16,1
89,60,72,0,20,45,5,16,15,21,7,33,12,12,7,6,17,1
93,102,78,0,26,57,9,23,13,15,7,16,14,11,5,4,22,-1
96,78,72,0,26,51,10,21,16,22,7,33,18,12,9,4,11,1
100,64,72,0,16,46,4,20,28,31,12,33,11,13,1,2,13,1
103,78,78,0,25,55,9,26,4,8,6,22,10,12,6,1,17,-1
106,83,78,1,27,54,10,22,13,16,3,25,13,13,3,3,21,-1
110,79,72,0,25,55,7,21,22,27,13,28,12,11,6,3,19,1
114,68,78,0,20,53,6,15,9,14,9,23,9,14,7,3,13,-1
117,54,65,0,17,48,6,14,14,20,8,30,10,14,6,5,14,1
123,54,78,0,20,58,3,20,11,13,11,37,6,8,4,9,13,1
124,65,78,0,19,56,7,21,20,22,10,28,6,8,7,3,16,1
125,83,78,1,27,66,12,29,13,15,10,23,13,6,3,6,17,-1
